id,type,name,desc,price,property,req,needBlueprint,makingType,timeCost,castHp,Tags,skillId,quality,desc
202,4,Iron Bow,1,350,14|30;20|17;22|1.6,1;2200|5;2104|20,0,Ranged,4,0,远程武器,0,2,Ranged Weapon.
203,4,Cross Bow,1,600,14|20;20|12;22|1,1;2200|10;2201|10,0,Ranged,7,0,远程武器,0,2,Ranged Weapon.
204,4,Storm Crossbow,2,1000,14|35;20|13;22|0.6,1;2300|6;2301|6;2202|2,0,Ranged,8,0,远程武器,0,3,Ranged Weapon.
205,4,Soul Hunter,2,2550,14|40;20|13;22|1,1;2300|12;2301|12;2202|5,0,Ranged,8,0,远程武器,0,3,Ranged Weapon.
206,4,The Sunset,3,8000,14|90;20|20;22|1.5,1;2301|20;2401|10;2400|5,0,Ranged,8,0,远程武器,0,4,Ranged Weapon.
207,4,Black Hawk,3,15000,14|72;20|12;22|0.5,1;2300|50;2402|20;2401|5,0,Ranged,9,0,远程武器,0,4,Ranged Weapon.
208,4,Wings of Devil,3,200000,14|160;20|22;22|1.6,1;2413|100;2401|20;2400|20,0,Ranged,5,0,远程武器,0,4,Ranged Weapon.
300,5,Kara's Dice,1,1020,24|40,1;2202|12;2106|60;2108|6,0,Magic,2,5,魔法武器,0,2,Magic Weapon.
301,5,Hand of Destiny,2,4440,24|80,1;2202|24;2106|100;2302|20,0,Magic,2,5,魔法武器,0,3,Magic Weapon.
302,5,Pupil of Blood,3,12900,24|180,1;2408|1;2202|32;2401|20,0,Magic,2,5,魔法武器,0,4,Magic Weapon.
303,5,Pure Pray,3,12400,24|100,1;2406|1;2202|32;2401|18,0,Magic,2,5,魔法武器,0,4,Healing Weapon.
304,5,Lost Heart,3,10000,24|50,,0,none,0,5,魔法武器,0,4,Magic Weapon.
305,5,Scepter of Light,3,200000,24|360,1;2411|100;2404|20;2400|20,0,Magic,2,5,魔法武器,0,4,Healing Weapon.
400,10,Wood Arrow,1,4,26|5,20;1100|5;2200|1,0,Accessory,1,0,箭矢,0,1,Arrow for ranged weapon.
401,10,Poisoned Arrow,1,5,26|15,10;400|10;2109|1,0,Accessory,1,0,箭矢,0,1,Arrow for ranged weapon.
402,10,Dragon Tail,1,35,26|20,20;2404|1;2200|10,0,Accessory,1,0,箭矢,0,2,Arrow for ranged weapon.
403,10,The Tracer,1,30,27|10,,0,none,0,0,箭矢,0,2,Arrow for ranged weapon.
404,0,Paper,1,20,,5;2103|5;4100|1,0,Accessory,1,0,消耗品,0,1,A piece of paper.
500,6,Leather hat,1,30,15|2;18|1,1;2102|3,0,Head,1,0,头盔,0,1,Helmet.
501,6,Scarf of Thief,1,100,15|5;18|2,,0,none,0,0,头盔,0,2,Helmet.
502,6,Helmet,1,210,15|8;18|2,1;2200|4;2104|4;2105|5,0,Head,2,0,头盔,0,2,Helmet.
503,6,Helmet of Guard,1,300,15|10;18|3,,0,none,0,0,头盔,0,2,Helmet.
504,6,Helmet of Scout,1,300,15|8;18|4,,0,none,0,0,头盔,0,2,Helmet.
505,6,Helmet of Fearless,1,720,15|12;18|3,1;2200|10;2201|10;2105|12,0,Head,3,0,头盔,0,2,Helmet.
506,6,Viking Helmet,1,900,15|11;18|3,,0,none,0,0,头盔,0,2,Helmet.
507,6,Frost Scarf,2,4200,15|15;18|4,1;2300|20;2301|20;2105|20,0,Head,4,0,头盔,0,3,Helmet.
508,6,Helmet of Shadow,2,2100,15|14;18|4,1;2302|15;2106|50;2108|10,0,Head,4,0,头盔,0,3,Helmet.
509,6,Scarlet Scarf,2,9000,15|19;18|4,1;2402|10;2300|25;2301|25,0,Head,4,0,头盔,0,3,Helmet.
510,6,Helmet of Devil,3,14000,15|17;18|6,1;2405|12;2401|8;2402|15,0,Head,6,0,头盔,0,4,Helmet.
511,6,The Mist,3,22400,15|23;18|5,1;2405|20;2401|24;2402|12,0,Head,6,0,头盔,0,4,Helmet.
512,6,Helmet of Chaos,3,34000,15|27;18|5,1;2409|1;2401|30;2402|30,0,Head,6,0,头盔,0,4,Helmet.
513,6,Sacred Skull,3,200000,15|30;18|8,1;2414|100;2405|20;2202|50,0,Head,6,0,头盔,0,4,Helmet.
600,7,Jacket,1,100,15|4;18|1,1;2102|10,0,Body,2,0,护甲,0,1,Body Armor.
601,7,Invisible Cloak,1,300,15|11;18|3,,0,none,0,0,护甲,0,2,Body Armor.
602,7,Iron Armor,1,510,15|18;18|3,1;2200|10;2104|6;2105|15,0,Body,3,0,护甲,0,2,Body Armor.
603,7,Armor of Guard,1,700,15|22;18|4,,0,none,0,0,护甲,0,2,Body Armor.
604,7,Armor of Scout,1,700,15|19;18|6,,0,none,0,0,护甲,0,2,Body Armor.
605,7,Armor of Fearless,2,1900,15|26;18|5,1;2200|20;2201|30;2105|40,0,Body,5,0,护甲,0,3,Body Armor.
606,7,Viking Armor,2,2500,15|25;18|8,,0,none,0,0,护甲,0,3,Body Armor.
607,7,Frost Armor,2,5500,15|35;18|6,1;2300|20;2301|30;2105|50,0,Body,6,0,护甲,0,3,Body Armor.
608,7,Armor or Shadow,2,7500,15|33;18|10,1;2302|60;2106|100;2108|50,0,Body,6,0,护甲,0,3,Body Armor.
609,7,Scarlet Armor,2,16600,15|44;18|8,1;2401|24;2300|35;2301|35,0,Body,6,0,护甲,0,4,Body Armor.
610,7,The Sharks,3,17500,15|44;18|10,1;2401|20;2303|30;2106|50,0,Body,8,0,护甲,0,4,Body Armor.
611,7,Armor of Demon,3,26800,15|40;18|12,1;2405|25;2401|12;2402|30,0,Body,8,0,护甲,0,4,Body Armor.
612,7,The Blackwing,3,34400,15|53;18|10,1;2405|36;2401|35;2402|15,0,Body,8,0,护甲,0,4,Body Armor.
613,7,Dragon's Guardian,3,36400,15|62;18|12,1;2407|30;2401|25;2402|36,0,Body,8,0,护甲,0,4,Body Armor.
614,7,Song of the Jungle,3,200000,15|80;18|16,1;2412|100;2401|20;2407|20,0,Body,8,0,护甲,0,4,Body Armor.
700,8,Straw Sandals,1,100,23|1,1;2104|10,0,Shoe,1,0,靴子,0,1,Not made for fighting.
701,8,Leather Boots,1,140,23|2;18|1,1;2102|8;2104|6,0,Shoe,2,0,靴子,0,2,Warm and safe.
702,8,Feather Boots,1,480,23|2;18|3,1;2101|24;2102|6;2104|18,0,Shoe,3,0,靴子,0,2,You can run much faster.
703,8,Walking Boots,2,2550,23|4;18|3,1;2108|80;2400|4;2106|15,0,Shoe,4,0,靴子,0,3,Almost flying.
704,8,Lucky Boots,2,3350,23|3;18|6,1;2101|80;2400|6;2106|15,0,Shoe,4,0,靴子,0,3,They brings good luck.
705,8,Flying Boots,3,6500,23|5;18|10,1;2403|5;2400|10;2106|50,0,Shoe,5,0,靴子,0,4,Definitely flying.
706,8,The Thunder,3,6500,23|6;18|8,1;2407|5;2400|10;2106|50,0,Shoe,5,0,靴子,0,4,Fast as thunder.
707,8,Shadowfax,3,200000,23|8;18|12,,0,none,5,0,靴子,0,4,Nobody saw anyone wearing them.
1100,0,Wood,1,10,,,0,none,0,0,材料,0,1,Common Material.
1101,0,Stone,1,10,,,0,none,0,0,材料,0,1,Common Material.
2100,0,Bone,1,10,,,0,none,0,0,材料,0,1,Common Material.
2101,0,Feather,1,10,,,0,none,0,0,材料,0,1,Common Material.
2102,0,Fur,1,10,,,0,none,0,0,材料,0,1,Common Material.
2103,0,Bark,1,10,,,0,none,0,0,材料,0,1,Common Material.
2104,0,Rattan,1,10,,,0,none,0,0,材料,0,1,Common Material.
2105,0,Leather,1,10,,,0,none,0,0,材料,0,1,Common Material.
2106,0,Silk,1,10,,,0,none,0,0,材料,0,1,Common Material.
2107,0,Spine,1,10,,,0,none,0,0,材料,0,1,Common Material.
2108,0,Shell,1,10,,,0,none,0,0,材料,0,1,Common Material.
2109,0,Venom,1,10,,,0,none,0,0,材料,0,1,Common Material.
2110,0,Pray Mark,1,1,,,0,none,0,0,材料,0,1,A strange mark which can be used in altar.
2200,0,Iron Ore,1,30,,,0,none,0,0,材料,0,2,Rare Material.
2201,0,Copper Ore,1,30,,,0,none,0,0,材料,0,2,Rare Material.
2202,0,Soulstone,1,30,,,0,none,0,0,材料,0,2,Can be used for storing memmory.
2300,0,Tungsten Ore,1,100,,,0,none,0,0,材料,0,3,Expensive Material.
2301,0,Platinum Ore,1,100,,,0,none,0,0,材料,0,3,Expensive Material.
2302,0,Shadowstone,1,100,,,0,none,0,0,材料,0,3,Expensive Material.
2303,0,Shark Fins,1,300,,,0,none,0,0,材料,0,3,Expensive Material.
2400,0,Crystal,1,400,,,0,none,0,0,材料,0,4,Precious Material.
2401,0,Mithril,1,400,,,0,none,0,0,材料,0,4,Precious Material.
2402,0,Mountain Copper,1,400,,,0,none,0,0,材料,0,4,Precious Material.
2403,0,Phoenix Feather,1,400,,,0,none,0,0,材料,0,4,Precious Material.
2404,0,Dragon Bone,1,400,,,0,none,0,0,材料,0,4,Precious Material.
2405,0,Meteorite,1,400,,,0,none,0,0,材料,0,4,Precious Material.
2406,0,Unicorn's Horn,1,10000,,,0,none,0,0,材料,0,4,Precious Material.
2407,0,Dragon Skin,1,400,,,0,none,0,0,材料,0,4,Precious Material.
2408,0,Magic Fruit,1,2500,,,0,none,0,0,材料,0,4,Precious Material.
2409,0,Essence of Chaos,1,10000,,,0,none,0,0,材料,0,4,Precious Material.
2411,0,Badge of Truth,1,1000,,,0,none,0,0,材料,0,4,A proof of defeating warriors of Order.
2410,0,Badge of Empire,1,1000,,,0,none,0,0,材料,0,4,A proof of defeating warriors of Truth.
2412,0,Badge of Life,1,1000,,,0,none,0,0,材料,0,4,A proof of defeating warriors of Life.
2413,0,Badge of Abyss,1,1000,,,0,none,0,0,材料,0,4,A proof of defeating warriors of Abyss.
2414,0,Badge of Death,1,1000,,,0,none,0,0,材料,0,4,A proof of defeating warriors of Death.
3102,0,Fertilizer,1,10,,,0,none,0,0,材料,0,1,Crops like them.
3103,0,Components,1,0,,,0,none,0,0,材料,0,1,Nothing
3110,0,Transfer the key Lv.10,1,0,,,0,none,0,0,特殊物品,0,1,Nothing
3111,0,Transfer the key Lv.20,1,0,,,0,none,0,0,特殊物品,0,1,Nothing
3201,0,Transfer the key Lv.30,1,0,,,0,none,0,0,特殊物品,0,2,Nothing
3202,0,Transfer the key Lv.40,1,0,,,0,none,0,0,特殊物品,0,2,Nothing
3302,0,Warrior Training Manual,1,1000,,,0,none,0,0,特殊物品,0,2,Study and exercise.
3304,0,Archery Essence,1,1000,,,0,none,0,0,特殊物品,0,2,Study and exercise.
3305,0,Introduction to Wizard,1,1000,,,0,none,0,0,特殊物品,0,2,Study and exercise.
3309,0,Transfer the key Lv.50,1,0,,,0,none,0,0,特殊物品,0,3,Nothing
3310,0,Transfer the key Lv.60,1,0,,,0,none,0,0,特殊物品,0,3,Nothing
3401,0,Transfer stone,1,0,,,0,none,0,0,特殊物品,0,2,Nothing
3402,0,Space Gem,1,400,,,0,none,0,0,特殊物品,0,2,You can not upgrade you backpack without it.
3403,0,Transfer key Lv.70,1,0,0,,0,none,0,0,特殊物品,0,4,Nothing
3404,0,Transfer the key Lv.80,1,0,0,,0,none,0,0,特殊物品,0,4,Nothing
4100,2,Water,1,50,6|5,,0,none,0,0,消耗品,0,2,Drinks.
4101,2,Wheat,1,10,4|1;0|2,,0,none,0,0,消耗品,0,2,Food and seed.
4102,2,Raw Meat,1,50,4|5;2|-3;0|5,,0,none,0,0,消耗品,0,2,Food.
4103,2,Vegetables,1,20,4|2;0|2,,0,none,0,0,消耗品,0,2,Food.
4104,2,Fruit,1,20,4|1;6|1;0|2,,0,none,0,0,消耗品,0,2,Food.
4105,2,Carp,1,50,4|5;2|-3;0|5,,0,none,0,0,消耗品,0,2,Food.
4106,2,Kelp,1,20,4|1;8|1;0|2,,0,none,0,0,消耗品,0,2,Food.
4107,2,Fish,1,50,4|5;2|-3;0|5,,0,none,0,0,消耗品,0,2,Food.
4108,2,Salt,1,20,8|2;6|-1;2|1,,0,none,0,0,消耗品,0,2,Food.
4109,2,Ice,1,30,2|-2;10|-5,,0,none,0,0,消耗品,0,2,Food.
4110,2,Flower,1,30,4|1;2|2,,0,none,0,0,消耗品,0,2,Food.
4111,2,Honey,2,350,4|5;0|10;2|20,,0,none,0,0,消耗品,0,3,Food.
4112,2,Sea Cucumber,2,350,4|5;0|30,,0,none,0,0,消耗品,0,3,Food.
4214,2,Torch,1,60,2|1;10|5,10;1100|3;2102|3,0,Kitchen,1,0,消耗品,0,1,A disposable torch.
4216,2,Soul Drug,1,100,0|10,5;2109|5;2202|1,0,Kitchen,1,0,消耗品,0,2,Amazing drug made of poison.
4200,2,Bread,1,100,4|10;0|5,2;4101|5;4100|1,0,Kitchen,1,0,消耗品,0,2,Food.
4201,2,Ice water,1,100,6|5;10|-5,3;4100|3;4109|1,0,Kitchen,1,0,消耗品,0,2,Drinks.
4202,2,Hot water,1,100,6|5;10|5,5;4100|5;4214|2,0,Kitchen,1,0,消耗品,0,2,Drinks.
4203,2,Tea,2,130,6|8;2|5,1;4110|1;4100|1,0,Kitchen,1,0,消耗品,0,2,Drinks.
4204,2,Barbecue,1,120,4|12;0|8,3;4102|3;4214|1,0,Kitchen,1,0,消耗品,0,2,Food.
4205,2,Roasted Carp,1,120,4|10;0|10,3;4105|3;4214|1,0,Kitchen,1,0,消耗品,0,2,Food.
4206,2,Roasted fish,1,120,4|10;8|2;0|8,3;4107|3;4214|1,0,Kitchen,1,0,消耗品,0,2,Food.
4207,2,Juice,1,120,4|2;6|7;2|3,2;4104|5;4100|1,0,Kitchen,1,0,消耗品,0,2,Drinks.
4208,2,Whiskey,2,120,6|2;2|5;10|5,,0,none,0,0,Wine,0,2,Alcoholic Drinks.
4209,2,Wine,2,120,6|4;2|8,,0,none,0,0,Wine,0,2,Alcoholic Drinks.
4210,2,Bear,2,140,6|4;2|10,,0,none,0,0,Wine,0,2,Alcoholic Drinks.
4211,2,Sea Cucumber Soup,2,250,0|15;6|10,6;4112|3;4100|1,0,Kitchen,2,0,消耗品,0,3,Food.
4212,2,Brine,1,120,8|5;6|3;2|4,3;4108|2;4100|3,0,Kitchen,1,0,消耗品,0,2,Drinks.
4213,2,Sushi,1,150,4|10;8|5;0|5,5;4106|5;4107|3;4101|5,0,Kitchen,2,0,消耗品,0,2,Food.
4215,2,Porridge,1,90,4|5;6|4;0|4,2;4103|3;4100|1,0,Kitchen,1,0,消耗品,0,2,Food.
4300,2,Cocktail,2,300,6|3;2|24;10|3,2;4208|3;4207|1,0,Kitchen,1,0,Wine,0,3,Alcoholic Drinks.
4301,2,Cold Wine,2,190,6|6;2|8;10|-5,2;4208|2;4109|1,0,Kitchen,1,0,Wine,0,2,Alcoholic Drinks.
4302,2,Iced Tea,2,190,6|8;2|6;10|-5,3;4203|3;4109|2,0,Kitchen,1,0,消耗品,0,2,Drinks.
4303,2,Hot tea,2,190,6|8;2|6;10|5,3;4203|3;4214|2,0,Kitchen,1,0,消耗品,0,2,Drinks.
4304,2,Sweet Bread,2,300,4|10;0|10;2|10,5;4111|2;4200|5,0,Kitchen,1,0,消耗品,0,3,Food.
4305,2,Burger,2,300,4|30;0|15,3;4200|2;4204|4;4103|1,0,Kitchen,1,0,消耗品,0,3,Food.
